ASIN,Product Name,Price,Original Price,Rating,Sales Volume,Offers,Best Seller,Amazon Choice,Climate Friendly
B09X7G4FT4,"Tracfone Samsung Galaxy A13 5G, 64GB, Black - Prepaid Smartphone (Locked)",159.99,,4.3,100.0,2,False,False,False
B0D485PQTD,"SAMSUNG Galaxy A05s (SM-A057M/DS), 128GB 4GB RAM, Dual SIM, Factory Unlocked GSM, International Version (Case Bundle) (Light Violet)",125.0,,5.0,0.0,1,False,False,False
B08FRS3R32,"SAMSUNG Galaxy S20+ Plus 5G Factory Unlocked Android Cell Phone SM-G986U US Version | 128GB | Fingerprint ID &amp; Facial Recognition | Long-Lasting Battery (Cosmic Black, 128GB)",249.7,349.0,3.7,200.0,8,False,False,False
B0D7ZWSVGB,"CMF Phone 1 8+256GB - Unlocked Smartphone with 50 MP Rear Camera with Ultra XDR, 6,67&quot; Super AMOLED Display and Nothing OS 2.6 - Light Green",289.0,,4.2,100.0,1,False,False,False
B0845ZVJW3,"Samsung Galaxy Note 10+, 256GB, Aura Black - Fully Unlocked (Renewed)",264.95,299.99,4.2,200.0,14,False,False,True
B09KMH4G81,Samsung Galaxy A42 5G 128GB Prism Dot Black for Verizon (Renewed),124.0,,4.1,50.0,6,False,False,True
B0D19B2D19,"SAMSUNG Galaxy Z Flip 6 AI Cell Phone, 512GB Unlocked Android Smartphone, FlexCam, Photo Assist, Camcorder Mode, Live Interpreter, Foldable Design, 2024, US 1 Yr Manufacturer Warranty, Silver Shadow",944.96,1219.99,4.2,300.0,8,False,False,True
B08R61G69Q,"Google Pixel 4a with 5G, 6.2&quot;, 128GB, 6GB RAM, Unlocked Cellular - Just Black (Renewed)",135.0,159.0,3.8,100.0,10,False,False,True
B0CHLFVL28,Motorola Moto G Stylus 5G/ 128GB Stainless Steel Blue W/ 50MP Camera- Verizon (Renewed),113.87,,3.6,,11,False,False,False
B07R5CJDD7,Google - Pixel 3a X-Large with 64GB Memory Cell Phone (Unlocked) - Just Black (G020C),139.99,479.0,4.3,,20,False,False,False
B0BDY7QHXS,"Apple iPhone SE 3rd Gen, 64GB, Midnight - T-Mobile (Renewed)",197.0,,4.3,50.0,15,False,False,False
B0CZRJMN8G,"Big Button Phone for Seniors, Corded Landline Telephone with Handsfree Function and 9 Groups of Memory, One-Touch Dialling,Suitable People with Vision Disorders/Hearing Damage (EX-LD-858HF)",29.99,,4.5,300.0,1,False,False,False
B086H3HH5V,Moto E | Unlocked | Made for US by Motorola | 2/32GB | 13MP Camera | 2020 | Blue,107.99,119.99,4.4,,4,False,False,False
B0CGVM1TBK,"Landline Phone, Big Button Phone for Seniors, Telephone Can One-Touch Dialling with 9 Piction, Suitable for People with Vision Disorders/Hearing Damage, Corded Phone Can Be Used for Home, Office",29.99,,4.0,300.0,2,False,False,False
B008UZE0IU,"VTech CD1113 Corded Phone for Home Office - Easy-to-Use Telephone with Caller ID/Call Waiting, 13 Speed Dial Keys, No AC Power Required, Flash, Volume Control, Hearing Aid Compatible,Wall-mount, Black",22.4,23.86,4.1,100.0,15,False,False,False
B084CVPLLC,Moto G stylus | 2020 | Unlocked | Made for US by Motorola | 4/128GB | 48MP Camera | Indigo,149.99,179.99,4.4,,5,False,False,False
B00BLVLHEU,VTech CS6629 Dect 6.0 1-Handset Cordless Answering System,38.58,,4.4,100.0,24,False,False,False
B004KQDBKG,"Panasonic KX-TS880B Integrated Corded Telephone,Black",55.0,59.99,3.9,50.0,3,False,False,False
B0C6SLFZ1T,"Corded Phone for Home, Durable landline Phone with Large Buttons for Seniors, Versatile Mini Phone for The Home, Office, and More (Black)",13.98,,3.6,200.0,1,False,False,False
B09MMJWHDX,TCL Flip Pro Slate Gray Basic Flip Phone (Verizon),41.0,,3.0,200.0,6,False,False,False
B08M46Q3C1,"Panasonic Office Phone System, Corded Base Station with 4-Lines Expandable with Up to 10 Compatible Panasonic Business Phones Wirelessly - KX-TGW420B (Black)",146.29,169.99,3.8,100.0,23,False,False,False
B0BQZP5XQP,"Old Style Wall Phone-Freely Adjust The Volume Landline Phone, Classic Retro Design Landline Phones for Home, Wall Phones for Landline, Suitable for Living Room, School, Home, Office(Black)",9.99,,3.4,200.0,1,False,False,False
B0CSDWT13K,Xiaomi Redmi Note 13 4G LTE (256GB + 8GB) 6.67&quot; 108MP Triple (Tmobile Mint Tello Global) Global Bands Unlocked + (Fast Car Dual Charger Bundle) (MidnightBlack Global ROM),159.69,169.99,4.4,300.0,1,False,False,False
B0D5GJ5RFH,X3 2024 New Cheap 4G LTE GSM Unlocked Android Phones 6.0” Cell Phone 3000mAh Android Phone 8MP Smartphone 16GB Dual SIM (for T-Mobile Metro Mint Tello USA Market) Face Unlocked (Gold),59.99,,1.6,50.0,1,False,False,False
B0B7KNC1CM,"SMPL Big Button Phone for Seniors, Simple Corded Landline &amp; VOIP Home Telephone for Elderly, Handicap, Alzheimer’s, Dementia, Hearing Impaired 56011",64.99,,4.1,50.0,1,False,False,False
B001TK3DLS,"AT&amp;T TR1909B Trimline Corded Phone with Caller ID, Black",23.04,,4.1,100.0,45,False,False,False
B0CQPBKCNH,"Hellobaby DECT 6.0 Cordless Phone with 2 Handsets, Reliable 1000 ft Range, Cordless Home Phone with Caller ID/Call Waiting, Call Block, Phones Landline Cordless with Blue Backlit Display, HB2688-2",27.99,37.99,3.9,200.0,3,False,False,False
B0CH9P3HYW,"VTech IS8251 Business Grade Expandable Cordless Phone for Home Office, 5&quot; Color Display, Programmable Short Cut Keys, Smart Call Blocking, Answering System, Bluetooth Connect to Cell",89.95,109.95,4.2,,2,False,False,False
B07DVTRK72,"Y043 Corded Landline Telephone for Home, Caller ID/Call Waiting, Easy-to-Use, Speaker, Display, Desk Phone Only (Off-White)",18.98,29.98,3.8,100.0,1,False,False,False
B0D749T6DG,"Gabb Phone 4 Pro The Safe Phone Built for Teens - No Social Media/Internet, GPS Tracking, Parental Controls, Talk &amp; Text, Safe Messaging, Safe Video Calls, 30 Activation Fee",199.99,,4.5,50.0,1,False,False,True
B0CK2RLX1N,"Motorola Edge + Plus | 2022 | US Version| 5G Smartphone with Android 12.0 | 8 GB Memory | 50MP Camera | 4800mAh, More Than All Day Battery Life | Unlocked Phone | (128GB | Cosmos Blue) (Renewed)",184.95,219.0,4.0,,1,False,False,False
B0CJ7VVD3X,X1 2024 New 4G LTE GSM Unlocked Cell Phone 6.5” HD+ Screen Mobile Phones 4000mAh Android 10 Smart phone 16MP Smartphone Dual SIM (For T-mobile Metro Mint Tello USA Market) Face Unlock (Black),68.99,,3.2,50.0,1,False,False,False
B09SM6GR4B,Moto G Power | 2022 | 3-Day Battery | Unlocked | Made for US by Motorola | 4/128GB | 50 MP Camera | Ice Blue,179.99,,4.2,,9,False,False,False
B0016ALH32,"XL88Q - Easy to Use One-Piece Telephone with Ring/in-Use Light Indicator, Extra Loud-Extra Clear Volume Boost, for Busy Settings, Elderly &amp; Teenagers, Corded Landline Telephone, Pack of 1",19.99,,4.2,200.0,3,False,False,True
B0D8B4HNNX,"OUKITEL G1 Rugged Smartphone Unlocked - 24+256GB/1TB Android 14 Rugged Cellphones, 6.52” HD Display 48MP Rear Camera 10600mAh Battery IP68/IP69K Waterproof Phone, Dual Sim/NFC/Fingerprint 2024",199.99,,4.6,0.0,1,False,False,False
B0CNPHHTM3,"HelloBaby DECT 6.0 Cordless Phone with 2 Handsets, Advanced Call Block, Expandable Cordless Phone with Trilingual Caller ID/Call Waiting, Full-Duplex Handset Speakerphone, Reliable 1000ft Range",39.99,42.99,3.9,100.0,3,False,False,False
B074VFRKZG,Motorola Moto X4 Factory Unlocked Phone - 32GB - 5.2&quot; - Super Black - PA8S0006US,120.0,,3.9,,5,False,False,False
B0BYJJYLJ8,"VTech LS6381-2 Bluetooth Speaker with Echo Cancellation, Noise Reduction, Music Streaming, PC/Landline/Cellular Calls, Paired with DECT6.0 Cordless Handset, Answering System, Smart Call Blocker,Black",40.93,,4.1,500.0,17,False,False,False
B0C5CJFVVD,"SAMSUNG Galaxy S20 FE 5G (128GB, 6GB) 6.5&quot; AMOLED, Snapdragon 865, Volte (Fully Unlocked for T-Mobile, AT&amp;T, Verizon, Global) G781U1 (w/Wireless Charger, Navy) (Renewed)",199.0,,3.9,,5,False,False,False
B099NZRSND,Motorola One 5G UW 128GB Oxford Blue for Verizon (Renewed),82.85,97.99,4.3,,8,False,False,True
B0D1C7N13W,"AT&amp;T Essentials Edge Pro Case, Cell Phone Accessories, with Drop Protection for Apple iPhone (Clear Edge, iPhone 15/14/13)",17.99,29.99,3.4,,1,False,False,False
B0016CVUR8,Hamburger Cheeseburger Burger Phone Telephone IN JUNO(Telephone),12.98,15.8,4.3,100.0,8,False,False,False
B00R2K4LCY,"Scosche MAGWSM2 MagicMount Magnetic Suction Cup Mount for Car Windshield or Dashboard, 360° Adjustable Magnet Head, Universal Cell Phone Holder for Car, Compatible with iPhone, Samsung &amp; All Devices",11.99,,4.4,200.0,4,False,False,False
B09GKPDCVW,Yealink W76P - IP DECT Phone Bundle W56H with W70 Base,161.23,179.99,4.2,200.0,31,False,False,False
B0CNT2N5LK,"Unlocked Smartphone, 6.3 inch HD Display, Android10.0, Dual SIM, Dual Cameras, 1GB RAM+16GB ROM (Expandable to 128GB), Support: WiFi, Bluetooth, GPS 3G Mobile Phones (Black)",65.99,,3.0,0.0,1,False,False,False
B09GKXZCWY,"SAMSUNG Galaxy Z Flip 3 5G Factory Unlocked Android Cell Phone US Version Smartphone Flex Mode Intuitive Camera Compact 128GB Storage US Warranty, Green (Renewed)",326.0,539.99,3.9,50.0,4,False,False,True
B094XLBK47,Samsung Galaxy A51 5G | A516U | 128GB | Single SIM | Android Smartphone | Prism Crush Blue - Verizon Locked - (Renewed),144.0,,4.1,,9,False,False,True
B0CNNNYPPR,KYOCERA New E4830 DuraXE Epic AT&amp;T/Unlocked FirstNet Flip Smart Phone 16GB Rugged PTT Wi-Fi LTE Black (US Warranty) NO Verizon,199.95,,4.2,100.0,2,False,False,False
B073FLYQZ5,Panasonic KX-TGM420W + (1) KX-TGMA44W Amplified Cordless Phone with Digital Answering Machine and Voice Volume Booster upto 40 dB (2 Handsets),195.24,,4.3,100.0,1,False,False,False
B0D8765X3Q,"VTech 3-Handset Cordless Phone with Answering Machine, with Large Display and Big Buttons Caller ID, Full-Duplex Speakerphone, Last 10 Number Redial, Easy to use VG232-3",65.95,,4.5,100.0,3,False,False,False
B0CH7Q92J8,"NUU A23Plus Basic Cell Phone for AT&amp;T, T-Mobile, Cricket, Mint Mobile, Metro, 64G/3GB 6.3&quot; 4G LTE, Q Link, Hello Mobile Dual SIM, Black, 365 Days US Warranty with Detachable &amp; Replaceable Battery",79.99,84.99,3.7,400.0,1,False,False,False
B0CMTLGC9W,"Kids Smart Phone for Girls, Christmas Birthday Gifts for Girls Age 3-10 Kids Toys Cell Phone, 2.8&quot; Touchscreen Toddler Learning Play Toy Phone with Dual Camera, Game, Music Player, 8G SD Card (Purple)",31.99,39.99,4.2,4000.0,3,False,False,False
B0BYL93774,"Apple iPhone 14, 128GB, Midnight - Unlocked (Renewed Premium)",541.06,579.0,4.2,500.0,6,False,False,False
B075Q15QBW,ZTE Cymbal 4G LTE speed &quot;Verizon Prepaid&quot; Cell Phone - Silver,70.0,,3.5,,5,False,False,False
B09D55BNYB,Motorola Moto G Stylus 128GB Mystic Indigo from Verizon (Renewed),66.89,77.0,4.0,,10,False,False,True
B0CYGZFC54,"Mini Phone, 2.5 Inch 3G Mini Smartphone 2GB RAM 16GB ROM Backup Cellphone Lightweight 5MP Student Cellphone Unlocked Quad Core",39.99,,2.7,200.0,1,False,False,False
B0DCJRJDZS,A23 Unlocked Android Phone 6.7-inch HD LCD Unlocked Cell Phone 6GB+128GB Android 13 Smartphone 5500 mAh Large Battery Unlocked Phone 50MP+13MP Camera 4G Dual SIM (Black),99.99,109.99,5.0,50.0,1,False,False,False
B0C5BHVCSJ,motorola Moto G Play 2023 3-Day Battery Unlocked Made for US 3/32GB 16MP Camera Navy Blue (Renewed),72.99,99.0,3.9,400.0,17,False,False,False
B08HC5GMK2,Samsung Galaxy A11 32GB A115U Fully Unlocked Smartphones (Renewed),83.0,,4.0,100.0,16,False,False,True
B0CN6Q9D6T,"AGM M9 Rugged Basic Cell Phone, 4G Feature Phone, Simple Mobile Phones, Waterproof, Drop-Proof, Large Buttons, Large Font, Speed Dial, 3 Card Slots, FM Radio, w/Flashlight, 1000mAh, for T-Mobile Only",49.99,79.99,3.8,300.0,1,False,False,False
B07P936C7F,"Yealink SIP-T57W IP Phone - Corded/Cordless - Corded/Cordless - Wi-Fi, Bluetooth - Wall Mountable, Desktop - Classic Gray",202.0,359.0,3.7,,25,False,False,False
B0BWJKXM2M,"Corded Phone, Landline Phone for Home, Mini Phone Use HD Call IC Chip, Used in Hotel/Office/Bank Call Center (Black)",13.89,,3.8,0.0,1,False,False,False
B0BPN14LQG,Samsung Galaxy A23 5G SM-A236U Factory Unlocked 64GB Black (Renewed),125.0,134.0,4.1,300.0,19,False,False,False
B0CFB7W1W2,"Total by Verizon Motorola Moto g Play, 32GB, Black - Prepaid Smartphone (Locked)",49.88,,3.8,50.0,10,False,False,False
B0CLM9X2PP,Xiaomi Redmi 13C 4G LTE (128GB + 4GB) Factory Unlocked Global ROM GSM 6.74&quot; 50MP Triple Camera (Tello Mint &amp; Global) + Free Fast Car Charger (Midnight Black Global ROM) (Midnight Black Global ROM),117.99,,4.2,200.0,4,False,False,False
B09Q98BRRN,"SAMSUNG Galaxy A03 Core (SM-A032/DS) Dual SIM 32GB/ 2GB RAM, GSM Unlocked International Version - No Warranty - Black",89.0,,3.8,200.0,2,False,False,False
B00ZYHA1KI,Hamilton CapTel 2400i Captioned Telephone Large Touch-Screen Captioned Telephone with 40dB Amplification,75.0,,4.3,300.0,4,False,False,False
B099N3XGP7,"AT&amp;T CL83507 DECT 6.0 5-Handset Cordless Phone for Home with Dual Keypad Base, Answering Machine, Call Blocking, Caller ID Announcer, Intercom and Long Range, Silver/Black",131.88,139.95,4.3,200.0,3,False,False,False
B07MZDNBDJ,BLU Z5 -GSM Unlocked Dual Sim -Black,22.99,,3.2,300.0,1,False,False,False
B0CLLV68VK,Xiaomi Redmi Note 13 PRO 5G + 4G LTE (256GB + 8GB) 6.67&quot; 200MP Triple (Tmobile Mint Tello &amp; Global) Global Bands Unlocked + (Fast Car Dual Charger Bundle) (Midnight Black (Global ROM)),283.69,,4.6,300.0,1,False,False,False
B09PFC2DVD,Motorola Moto G Stylus | 2022 | 2-Day battery | Unlocked| Made for US by Motorola | 6/128GB | 50MP Camera | Twilight Blue,169.0,,4.2,50.0,5,False,False,False
B08MV7HWFK,"Google Pixel 5 5G, US Version, 128GB, Just Black - Unlocked (Renewed)",154.31,284.99,3.9,200.0,7,False,False,True
B09478TZZY,"Samsung Galaxy S21 5G, US Version, 128GB, Phantom Violet - AT&amp;T (Renewed)",209.95,,4.0,,5,False,False,True
B0CHH83K3W,Total by Verizon Motorola Moto g Pure Locked 32GB 4000 mAh Battery 13 MP Dual Camera System 6.5&quot; Max Vision HD+ Display Blue,49.65,,3.9,100.0,4,False,False,False
B086W923PZ,"D1005 Cordless Phone for Home, ECO Technology, Caller ID, Speakerphone(Single Pack, Black)",27.98,32.98,3.8,50.0,1,False,False,False
B0D5PFR7DK,Moto G Stylus 5G | 2024 | Unlocked | Made for US 8/256GB | 50MP Camera | Scarlet Wave,399.99,,4.3,300.0,2,False,False,False
B0D8VXV8RM,Kids Smart Phone Toys Cell Phone for Boys Girls Toddlers Baby Childrens 3-8 Years Old with Camera Touchscreen for Birthday,39.99,,4.4,0.0,1,False,False,False
B0CH964JZ8,LIVELY Jitterbug Smart4 Smartphone for Seniors - Cell Phone for Seniors - Not Compatible with Other Wireless Carriers - Must Be Activated Phone Plan,71.99,119.99,4.0,500.0,3,False,False,False
B0B4F4DH6H,"Panasonic Expandable Corded Phone System, Bluetooth Pairing for Wireless Headphones and Hearing Aids, Smart Call Block, KX-TGF892B (Black), 2 Cordless + 1 Corded Handset (Pack of 1)",114.28,129.99,4.2,50.0,2,False,False,False
B0D6Z95D5K,Motorola Moto G04 XT2421-2 (Dual Sim) Factory GSM Unlocked | 4+128GB | 6.56&quot; 90Hz LCD Display | 16MP Camera | International Model - (Green),119.99,,5.0,0.0,1,False,False,False
B0C9LPCS42,"Nothing Phone (2) - 512 GB + 12 GB Ram, Glyph Interface, OS 2.0, 50 MP Dual Camera,OIS, 6.7” LTPO OLED Display, 4700mAh Battery, Water Resistant IP54, LTE, GSM only, Android Phone, Dark Grey",689.99,,4.5,,6,False,False,False
B0B4F4DH6H,"Panasonic Expandable Corded Phone System, Bluetooth Pairing for Wireless Headphones and Hearing Aids, Smart Call Block, KX-TGF892B (Black), 2 Cordless + 1 Corded Handset (Pack of 1)",114.28,129.99,4.2,50.0,2,False,False,False
B0D6Z95D5K,Motorola Moto G04 XT2421-2 (Dual Sim) Factory GSM Unlocked | 4+128GB | 6.56&quot; 90Hz LCD Display | 16MP Camera | International Model - (Green),119.99,,5.0,0.0,1,False,False,False
B0C9LPCS42,"Nothing Phone (2) - 512 GB + 12 GB Ram, Glyph Interface, OS 2.0, 50 MP Dual Camera,OIS, 6.7” LTPO OLED Display, 4700mAh Battery, Water Resistant IP54, LTE, GSM only, Android Phone, Dark Grey",689.99,,4.5,,6,False,False,False
B0CY8Q7V4S,Samsung Galaxy A35 5G A356E 128GB Dual-SIM GSM Unlocked Android Smartphone (Latin Variant/US Compatible LTE) - Awesome Ice Blue,255.0,,4.2,100.0,11,False,False,False
B07ZR9YHPY,Vtech AT2909/CL2909 Corded Speakerphone,34.67,,4.2,100.0,22,False,False,False
B0D7HWR5QG,"Google Pixel 9 Pro XL - Unlocked Android Smartphone with Gemini, Triple Rear Camera System, 24-Hour Battery, and 6.8&quot; Super Actua Display - Obsidian - 256 GB",1199.0,,4.3,300.0,3,False,False,False
B0CV73SG4Z,"SAMSUNG Galaxy S24 Ultra 5G S9280 Physical Dual SIM 512GB 12GB RAM AI Smartphone, Factory Unlocked, Global Model, Long Battery Life - Titanium Violet",993.9,,4.3,200.0,1,False,False,False
B003DNSA6M,"XBLUE Add-on Phone for X16 Office Phone System (XB1670-00, Charcoal)",199.99,,4.3,,2,False,False,False
B0DCFYC1N9,K60 Unlocked 5G Smart Phone 2024 Android 13 Cell Phone 8GB+256GB 8-Core Smart Phones 6.7&quot; HD Screen 24MP+64MP Camera 6800mAh Battery Standby 5G Dual SIM Cell Phone with Android Phone (Azure),99.99,,3.5,0.0,1,False,False,False
B08CHRHFRL,Samsung Galaxy A01 16GB BLACK VERIZON (Renewed),57.0,79.9,3.9,100.0,25,False,False,True
B08XJVZT4R,"OnePlus Nord N10 5G Unlocked, Midnight Ice​, 6GB RAM + 128GB storage, US Version (Renewed)",128.0,,4.0,,4,False,False,True
B07RBMP5V4,"Sangyn Retro Wall Phones for Landline with Mechanical Ringer Corded Telephone Wall Mounted with Indicator Waterproof Old Style Landline Phones for Home Kitchen, Red",34.98,38.98,4.0,50.0,1,False,False,False
B0BCF3YGGF,"Samsung Galaxy S22 5G (128GB, 8GB) 6.2&quot; 120Hz, 50MP 4K Camera (Fully Unlocked, US &amp; Global) S901U1 (w/ 25W Super Fast Charge Cube, Black)(Renewed)",249.99,270.0,4.1,200.0,11,False,False,False
B08PMLLQ6P,"SAMSUNG Galaxy A71 5G (128GB, 6GB) 6.7&quot; AMOLED+, Snapdragon 765G, 4500mAh Battery, Global 5G Volte GSM AT&amp;T Unlocked (T-Mobile, Metro, Straight Talk) US Warranty A716U (Prism Cube Black)",229.72,,3.4,50.0,6,False,False,False
B07CCNTHYH,"Alcatel 1 5033J Unlocked Smartphone Dual Sim 5&quot; 18:9 Display, Android Oreo (Go Edition), 8MP Rear Camera, 4G LTE - Works Worldwide &amp; in The U.S GSM Carriers -Black",59.99,62.99,3.8,,4,False,False,False
B0BJH9DSDV,SIMBROS Unlocked FLIP 4 AT&amp;T SMARTFLIP IV U102AA 4G 4GB Phone -Works with AT&amp;T T-Mobile &amp; Cricket -NOT Good for VERIZON Simkey,69.99,,3.5,,3,False,False,True
B0D41Q7FBN,"DOOGEE N55 Plus Android 14 Cell Phone Unlocked(2024), 20GB+128GB/TF 1TB, 5150mAh Battery Octa-Core Unlocked Phone, 6.56&quot;+90Hz Display, Dual Camera/Dual SIM 4G Smartphones with Face ID &amp; OTG(Black)",199.99,,4.2,,2,False,False,False
B09P3LLRGG,"It can Edit 9 one Touch Memory Speed Dialing and Images, Elderly Image Phone, Phone for Patients with Alzheimer&#x27;s Disease and Enlarged Phone for Patients with Hearing Impairment",29.99,,3.9,200.0,2,False,False,False
B0D8PN6CPQ,"TOCOL 3 in 1 Magnetic for iPhone 16 Case, Upgraded Full Camera Protection, Compatible with Magsafe, 16FT Drop Protection, Translucent Matte Back Bumper Phone Cover 6.1-Inch（Black）",14.99,24.99,4.6,500.0,1,False,False,True
B0D3F44F6B,"TONEOF 66&quot; Automatic Tripod,Auto-Open Phone Tripod Stand with Magnetic Rechargable Remote,360° Vertical &amp; Horizontal Rotatable Travel Tripod,Stable Cell Phone Tripod for iPhone/Android（Black）",34.99,,4.7,500.0,1,False,False,False
B0CJ8YT4K5,"Power Charger, 3-in-1 65W GaN Type C Charger, Fast Charging Wall Charger,All-Round Protection USB C Charger Block for Nothing Phone and iPad Pro, iPhone 12/13/14/15,Galaxy S",39.0,,4.6,50.0,1,False,False,False
B0D1CWR48M,"Prepaid USA SIM Card, 25GB/365 Day, 4G LTE &amp; 5G on Verizon, T Mobile &amp; ATT, Data Only SIM Card for Unlocked IoT Device, Compatible with Cell Phones, GPS Tracker, Security, Trail Camera",139.0,,4.7,0.0,1,False,False,False
B0D3WTGSJY,"Ring Light [3 Color, 5 Brightness &amp; Timer] 3.5&#x27;&#x27; Small Video Conference Lighting Clip On Monitor Laptop iPad Phone, USB Plug Dimmable Selfie Light for Working, Meeting, YouTube/TikTok Content Creator",15.99,,4.4,500.0,1,False,False,False
B0DDY54XPY,"UMIDIGI F3 (8GB+128GB) Unlocked Cell Phone, NFC, Android11, 6.7inch HD Full Screen, 5150mAh Battery, Smartphone with 48MP AI Triple Camera, 18W Fast Charging, Dual SIM",135.99,,3.6,0.0,1,False,False,False
B0D5CVTSZ1,"Magnetic Neck Mount for Phones, Hands Free POV/Vlog Selfie Mount Flexible Neck Phone Holder for Recording, Magnetic Phone Chest Mount for iPhone 15 14 13 12 Seires and All Smartphones",27.49,29.94,4.6,300.0,1,False,False,False
B0CZ3YPSRX,"Gimbal Stabilizer for Smartphone, 3-Axis Phone Gimbal Portable and Foldable with AI Tracking Sensor Magnetic Fill Light, Gimbal Stabilizer for iPhone &amp; Android, Phone stabilizer for Video Recording",99.99,,4.7,0.0,1,False,False,False
B0CHB24KQJ,"[True Military-Grade] Car Phone Holder【2024 Stronger Suction &amp; Clip】 Universal Cell Phone Holder for Car Mount for Dashboard Windshield Air Vent Long Arm Cell Phone Car Mount Thick Case,Purple",39.99,45.99,4.4,50.0,1,False,False,False
B01LXOPZ4W,"Wall Mount Cell Phone Charging Shelf | Multi-Device Station with 8 Ports | Compatible with Apple iPhone, iPad, Samsung, Android, Tablets and More! (18&quot; x 9&quot;)",273.0,,4.1,0.0,1,False,False,False
B0CXPJK7F7,"Sensyne 92&quot; Cell Phone Tripod, Selfie Stick Tripod with 16.5&quot; Flexible Gooseneck, Overhead Phone Stand for Video Recording, Photography, Compatible with Phone, Camera",29.99,,4.6,300.0,1,True,False,False
B0CQ237PFS,"Portable Charger 33800mAh USB C Power Bank with Built-in Cables &amp; AC Wall Plug,25W Fast Charging+QC 4.0 Phone Charger,4 Output LCD Display Battery Pack Compatible with iPhone15/14,Samsung,Android etc",45.95,69.95,4.4,3000.0,1,False,False,False
